,Drenaje,variedad,tratSemilla,tipLab,ano,deshierbe,escarda,rastraprebarbecho,subsoleocinceleopiqueoescarificado,barbecho,rastreo,nivelacion,trazosurci,reformacioncamassurcos,monocultivo,preparacionsueloherbicida,fertilizacionquimicasuelo,fertilizacionquimicafoliar,usobiofertilizantes,usomejoradores,controlquimicomalezasdespuessiembra,insecticida,fungicida,CE,n,p,k,Arcillapr,Limoprc,Arenaprc,PH,MO,CIC,SBprc,TXAvg,TMAvg,TAvg,DRAvg,RSAvg,RSAccu,TX34Freq,PAccu,P10Freq,TM8Freq,RHAvg,RHsd,rendimiento
74474_1,D4,OTRAS,S1,LabCeroMin,2016,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,2,1,0,1,195.2,11.5,30,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.92134078,18.67916201,24.8002514,12.24217877,444.3641899,79541.19,0.005586592,2.6,0,0,84.88094972,4.308753788,5.3
74475_1,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,2,1,0,1,195.2,11.5,30,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.92134078,18.67916201,24.8002514,12.24217877,444.3641899,79541.19,0.005586592,2.6,0,0,84.88094972,4.308753788,8.1
74493_1,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,2,1,0,1,197.5,34.5,30,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.8875,19.1745,25.031,11.713,448.25375,71720.6,0,2.6,0,0,85.7935625,3.669895779,6.8
10681_1,D4,OTRAS,S1,LabConvTra,2012,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,2,2,0,1,188,69,60,18,30,52,6.701915159,0.796704498,16.17555298,82.78892056,29.43177291,19.91894946,24.67536118,9.512823452,358.7032983,59544.74751,0.048192771,5993.6,0.626506024,0,85.2286689,4.684371967,4
10779_1,D4,OTRAS,S1,LabConvTra,2012,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,2,2,0,1,188,69,0,18,30,52,6.701915159,0.796704498,16.17555298,82.78892056,29.43810164,19.98233901,24.71022032,9.45576263,358.4634628,59146.47136,0.048484848,6084.2,0.636363636,0,85.18415175,4.718323031,4.2
10836_1,D4,OTRAS,S0,LabConvTra,2012,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,2,2,0,1,188,69,0,18,30,52,6.701915159,0.796704498,16.17555298,82.78892056,29.45699127,19.89902429,24.67800778,9.557966975,361.4042597,61800.12841,0.046783626,5993.6,0.608187135,0,85.17036427,4.653256776,3.5
11012_1,D4,OTRAS,S0,LabConvTra,2012,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,2,2,0,1,188,69,0,18,30,52,6.701915159,0.796704498,16.17555298,82.78892056,29.45680702,19.91168517,24.68424609,9.545121858,360.50248,60924.91912,0.047337278,5993.6,0.615384615,0,85.1917402,4.673618822,3.8
1546_1,D4,P4082W,S0,LabCeroMin,2012,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,0,1,96,23,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,28.00027016,18.10217177,23.05122097,9.898098393,269.6513937,52312.37038,0,1593,0.262886598,0.005154639,82.4351898,4.561361232,5
1547_1,D4,P4082W,S0,LabCeroMin,2012,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,1,0,1,170,23,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,28.01347479,18.24022705,23.12685092,9.773247738,272.1010461,49522.39038,0,1513.4,0.274725275,0.005494505,82.52608143,4.337824524,5.3
2559_1,D4,P4082W,S0,LabCeroMin,2012,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,1,0,1,239.24,23.17,0.13,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,30.59148936,17.45478723,24.0231383,13.13670213,355.2749908,66791.69827,0.031914894,406.2,0.063829787,0,78.63106383,6.646767695,5.6
12805_1,D4,P4082W,S1,LabCeroMin,2012,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,69,0,0,32,25,45,8.026289881,3.262639881,32.51181845,91.96425298,31.38183144,18.51545413,24.94864278,12.86637732,459.2111901,49594.80853,0,180.4,0.064814815,0.055555556,64.68082742,6.372005117,5.5
12806_1,D4,P4082W,S1,AgrCons,2012,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,1,92,0,0,32,25,45,8.026289881,3.262639881,32.51181845,91.96425298,31.12925939,17.68528294,24.40727116,13.44397645,448.9120183,61949.85853,0,186.2,0.050724638,0.050724638,62.52687943,7.384950593,5.8
19004_1,D2,P4082W,S0,AgrCons,2013,0,0,0,0,0,0,0,2,2,1,1,2,1,0,0,2,4,1,2,115.0818,34.5,15,47,23,30,7.878598485,1.254905303,30.23157197,100,27.73055128,18.23928104,22.98491616,9.491270242,413.0911147,82205.13183,0,879,0.115577889,0,80.66582988,5.406342565,5
55823_1,D4,P4082W,S0,LabConvTra,2015,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,1,2,0,1,188,69,60,26,26,48,6.630189429,1.175022481,18.15067472,83.421327,29.71151554,18.77124523,24.24138038,10.9402703,395.8842463,77197.42803,0.030769231,384.73,0.076923077,0.01025641,78.19285829,5.548186049,3.5
55831_1,D3,P4082W,S0,AgrCons,2015,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,1,0,1,188,69,60,5,12,62,5.961770833,0.266354167,4.31,75.955,30.02916049,19.24463489,24.63689769,10.78452559,402.6614482,74089.70647,0.038043478,386.73,0.081521739,0,78.64982265,5.265964634,3.7
55910_1,D2,P4082W,S0,AgrCons,2015,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,0,1,188,69,6,51,16,33,7.197488844,1.532711559,34.55572422,96.0652222,28.7303745,18.19780422,23.46408936,10.53257028,368.6996161,43506.5547,0,67.4,0.016949153,0,79.35355695,4.934654622,3.5
55912_1,D2,P4082W,S0,AgrCons,2015,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,2,0,1,188,69,60,51,16,33,7.197488844,1.532711559,34.55572422,96.0652222,30.03887654,19.24523528,24.64205591,10.79364126,402.9542395,73337.67159,0.038461538,386.73,0.082417582,0,78.67168883,5.285510987,3.5
55974_1,D4,P4082W,S0,AgrCons,2015,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,2,0,1,188,69,60,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,29.27669227,18.31927232,23.79798229,10.95741995,394.2921205,85167.09803,0.032407407,384.73,0.069444444,0.013888889,77.57558966,5.825154896,4
61844_1,D4,P4082W,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,1,0,1,188,69,60,30,23,46,6.362903453,1.060127903,21.11588415,74.6068042,29.89919125,19.08797288,24.49358207,10.81121837,399.6040921,76324.38159,0.036649215,386.73,0.078534031,0,78.3972637,5.359462633,3
74548_1,D4,P4082W,S1,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,2,0,1,135.75,46,30,35,26,39,6.702496057,2.389504077,26.52500544,77.82299794,33.68136095,22.76260355,28.22198225,10.9187574,432.0195858,73011.31,0.455621302,1799.18,0.147928994,0,82.83088757,14.40065185,5.5
74549_3,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,2,0,1,135.75,46,30,35,26,39,6.702496057,2.389504077,26.52500544,77.82299794,33.88554545,22.39836364,28.14195455,11.48718182,445.5521818,98021.48,0.5,1824.38,0.122727273,0,77.41595455,17.8284582,5.37
74550_3,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,1,0,1,171.5,46,60,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.87457416,17.65300014,24.26378715,13.22157402,441.2851865,97965.31141,0.013513514,2.6,0,0,82.57705413,6.378579195,6.91
81638_1,D4,P4082W,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,2,0,1,110,46,0,21,25,53,6.801249843,0.971386385,19.30618019,85.36964401,29.98783784,20.26954955,25.12869369,9.718288288,402.8045045,44711.3,0.018018018,136.18,0.054054054,0,80.76774775,4.463356805,1.2
89248_1,D4,P4082W,S0,LabConvTra,2016,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,1,2.05,0,0,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.9031677,19.04981366,24.97649068,11.85335404,447.0727329,71978.71,0,2.6,0,0,85.58689441,3.878176962,6
89274_1,D4,P4082W,S0,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,1,0,1,3.045,0.46,0,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.93255682,18.97323864,24.95289773,11.95931818,446.5363636,78590.4,0,2.6,0,0,85.37664773,3.835446945,6.5
89678_1,D4,P4082W,S0,LabConvTra,2016,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,1,2.05,0,0,22,23,55,5.219881885,1.0569118,13.67510446,34.51770002,30.93637363,19.03868132,24.98752747,11.89769231,446.6013736,81281.45,0,2.8,0,0,85.43285714,3.746967919,6.5
89685_1,D4,P4082W,S0,LabConvTra,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,2.56,0,0,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.97942105,18.981,24.98021053,11.99842105,446.7412105,84880.83,0.005263158,2.8,0,0,85.136,3.946518766,7
100641_1,D3,P4082W,S0,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,207,0,0,5,12,62,5.961770833,0.266354167,4.31,75.955,30.07044199,19.95535912,25.01290055,10.11508287,411.8401657,74543.07,0.016574586,299.16,0.055248619,0,80.21005525,4.258606775,5.5
100642_1,D3,P4082W,S0,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,207,0,0,5,12,62,5.961770833,0.266354167,4.31,75.955,30.07044199,19.95535912,25.01290055,10.11508287,411.8401657,74543.07,0.016574586,299.16,0.055248619,0,80.21005525,4.258606775,5.5
100649_1,D3,P4082W,S0,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,161,0,0,5,12,62,5.961770833,0.266354167,4.31,75.955,30.04816092,19.90712644,24.97764368,10.14103448,412.155977,71715.14,0.017241379,297.76,0.057471264,0,80.07781609,4.263139207,5
100655_1,D3,P4082W,S0,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,184,0,0,5,12,62,5.961770833,0.266354167,4.31,75.955,30.04195652,19.86516304,24.95355978,10.17679348,409.3642935,75323.03,0.016304348,298.56,0.054347826,0,80.16461957,4.22736982,6
100666_1,D4,P4082W,S0,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,0,1,161,0,0,21,20,58,6.790212215,2.145932679,20.05220752,83.07396973,29.97591195,19.91389937,24.94490566,10.06201258,407.5493711,64800.35,0.018867925,272.86,0.056603774,0,80.30704403,4.281865285,5.5
100672_1,D3,P4082W,S0,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,184,0,0,5,12,62,5.961770833,0.266354167,4.31,75.955,29.96917197,19.8644586,24.91681529,10.10471338,406.7794268,63864.37,0.01910828,272.86,0.057324841,0,80.29019108,4.322169812,5.5
100678_1,D3,P4082W,S0,LabConvTra,2016,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,1,0,1,161,0,0,5,12,62,5.961770833,0.266354167,4.31,75.955,29.90103226,19.77503226,24.83803226,10.126,406.0145806,62932.26,0.012903226,254.47,0.058064516,0,80.22174194,4.35922669,4.5
100686_1,D3,P4082W,S0,LabConvTra,2016,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,1,161,0,0,5,12,62,5.961770833,0.266354167,4.31,75.955,30.01339394,20.11,25.06169697,9.903393939,412.9447879,68135.89,0.018181818,297.76,0.060606061,0,80.24012121,4.261812277,5
105737_1,D2,P4082W,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,1,0,1,202,46,0,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,30.07286517,19.86634831,24.96960674,10.20651685,412.1896629,73369.76,0.016853933,297.76,0.056179775,0,80.10685393,4.259176095,5
105739_1,D2,P4082W,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,1,0,1,202,46,0,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,30.07390805,20.06390805,25.06890805,10.01,413.3228736,71918.18,0.017241379,298.56,0.057471264,0,80.24465517,4.280334335,4
105740_1,D2,P4082W,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,1,0,1,230,0,0,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,30.07390805,20.06390805,25.06890805,10.01,413.3228736,71918.18,0.017241379,298.56,0.057471264,0,80.24465517,4.280334335,4
105743_1,D2,P4082W,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,1,202,46,0,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,30.07044199,19.95535912,25.01290055,10.11508287,411.8401657,74543.07,0.016574586,299.16,0.055248619,0,80.21005525,4.258606775,4.2
105744_1,D2,P4082W,S0,LabConvTra,2016,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,1,0,1,202,46,0,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,30.04875676,19.86318919,24.95597297,10.18556757,409.7561622,75804.89,0.016216216,298.56,0.054054054,0,80.17308108,4.217437368,4.4
105746_1,D2,P4082W,S0,LabConvTra,2016,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,2,1,0,1,110.25,46,0,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,30.01850829,19.83259669,24.92555249,10.1859116,409.8227624,74177.92,0.016574586,297.76,0.055248619,0,80.1118232,4.226801587,4.1
105752_1,D2,P4082W,S0,LabConvTra,2016,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,1,0,1,202,46,0,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,29.99259459,19.802,24.8972973,10.19059459,408.2725405,75530.42,0.016216216,297.76,0.054054054,0,80.1072973,4.223315234,4.6
105753_1,D4,P4082W,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,1,161,0,0,17,27,56,6.5409375,1.639947917,14.93588542,58.11372396,30.07390805,20.06390805,25.06890805,10.01,413.3228736,71918.18,0.017241379,298.56,0.057471264,0,80.24465517,4.280334335,4
105754_1,D2,P4082W,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,1,0,1,179,46,0,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,30.07390805,20.06390805,25.06890805,10.01,413.3228736,71918.18,0.017241379,298.56,0.057471264,0,80.24465517,4.280334335,4.2
105755_1,D2,P4082W,S0,LabConvTra,2016,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,1,0,1,170,23,0,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,30.09082873,19.87513812,24.98298343,10.21569061,411.679116,74513.92,0.016574586,297.76,0.055248619,0,80.13696133,4.253563492,4.5
74544_1,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,92,0,0,22,23,55,5.219881885,1.0569118,13.67510446,34.51770002,30.93681319,18.76461538,24.85071429,12.1721978,446.2021978,81208.8,0.005494505,2.6,0,0,85.02043956,4.155726904,2.61
74549_1,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,2,0,1,135.75,46,30,35,26,39,6.702496057,2.389504077,26.52500544,77.82299794,33.88554545,22.39836364,28.14195455,11.48718182,445.5521818,98021.48,0.5,1824.38,0.122727273,0,77.41595455,17.8284582,5.57
74549_2,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,2,0,1,135.75,46,30,35,26,39,6.702496057,2.389504077,26.52500544,77.82299794,33.88554545,22.39836364,28.14195455,11.48718182,445.5521818,98021.48,0.5,1824.38,0.122727273,0,77.41595455,17.8284582,5.52
74550_2,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,1,0,1,171.5,46,60,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.87457416,17.65300014,24.26378715,13.22157402,441.2851865,97965.31141,0.013513514,2.6,0,0,82.57705413,6.378579195,6.37
74550_1,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,1,0,1,171.5,46,60,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.87457416,17.65300014,24.26378715,13.22157402,441.2851865,97965.31141,0.013513514,2.6,0,0,82.57705413,6.378579195,6.64
74490_1,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,170,23,0,12,21,67,7.175996944,0.602641155,11.74781449,86.45483787,30.95820652,19.03929348,24.99875,11.91891304,446.8484239,82220.11,0,2.8,0,0,85.36059783,3.791256719,6.5
96628_1,D4,OTRAS,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,94.5,25.5,25.5,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,25.12464789,14.71267606,19.91866197,10.41197183,486.8072535,69126.63,0,493.3,0.084507042,0,82.82570423,5.231654797,4.16
96650_1,D4,OTRAS,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,86,17,17,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,25.12198582,14.65673759,19.8893617,10.46524823,487.9820567,68805.47,0,486,0.085106383,0,82.77631206,5.211296166,3.5
96689_1,D4,OTRAS,S0,LabConvTra,2016,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,86,17,17,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,25.11862069,14.68344828,19.90103448,10.43517241,486.4388966,70533.64,0,506.4,0.089655172,0,82.85944828,5.214609389,3.5
12151_1,D4,OTRAS,S1,AgrCons,2012,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,2,0,1,119,69,0,27,24,49,6.56125,1.67,21.16875,63.22875,29.43715,19.96638438,24.70176719,9.470765625,358.7171184,59547.04165,0.048192771,5993.6,0.626506024,0,85.19325774,4.703525216,4
14407_1,D4,P4082W,S0,LabCeroMin,2012,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,2,0,1,110.4,46.6,0.2,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,27.99047635,17.9903161,22.99039622,10.00016025,270.6584556,52507.74038,0,1590.6,0.262886598,0.005154639,82.35534444,4.570389162,5
88057_1,D4,OTRAS,S0,LabConvTra,2016,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,1,2.66,0.3,0.1,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.60078014,18.72489362,24.66283688,11.87588652,436.4766667,61543.21,0,2.6,0,0,85.79695035,3.913692802,7.5
89287_1,D4,OTRAS,S0,LabConvTra,2016,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,1,0,1,3.76,0.46,0.6,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.76291139,18.83512658,24.79901899,11.92778481,441.9808861,69832.98,0,2.6,0,0,85.52791139,3.990693322,9
89306_1,D4,OTRAS,S0,LabConvTra,2016,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,1,1,0,1,4.22,0.46,0,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.94704918,19.03464481,24.99084699,11.91240437,446.510929,81711.5,0,2.8,0,0,85.39142077,3.778469682,8.5
89667_1,D4,OTRAS,S0,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,2.05,0,0,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.92232955,18.88289773,24.90261364,12.03943182,444.7941477,78283.77,0.005681818,2.6,0,0,85.228125,4.001740251,5
91915_1,D4,OTRAS,S0,LabCeroMin,2016,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,130.5,0,0,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.90810056,19.38201117,25.14505587,11.52608939,446.6523464,79950.77,0,2.8,0,0,85.82418994,3.708707305,6.35
90218_1,D4,OTRAS,S1,LabConvTra,2016,0,0,0,0,0,1,0,1,0,1,1,2,1,0,0,2,0,0,1,112.99,0.17,0.13,22,23,55,5.219881885,1.0569118,13.67510446,34.51770002,30.97314136,18.91727749,24.94520942,12.05586387,446.1973822,85223.7,0.005235602,2.8,0,0,85.08937173,3.988010667,4.5
55229_1,D4,OTRAS,S1,LabConvTra,2015,0,0,0,0,1,3,0,0,0,1,0,2,0,0,0,1,2,0,1,160.25,46,60,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.80780998,19.06087211,24.93434105,11.74693787,418.831112,77483.75572,0.016216216,598.59,0.118918919,0,80.56883538,4.747303289,7.09
55230_1,D4,OTRAS,S1,LabConvTra,2015,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,1,2,0,1,160.25,46,60,28,20,52,6.64986575,0.820993804,16.16617467,76.60158586,30.80780998,19.06087211,24.93434105,11.74693787,418.831112,77483.75572,0.016216216,598.59,0.118918919,0,80.56883538,4.747303289,7.52
13124_1,D4,OTRAS,S1,LabConvTra,2012,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,2,1,0,1,133,0,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,28.35466008,18.94800945,23.65133477,9.406650631,280.1693599,39223.71038,0,1298.6,0.321428571,0,82.82919158,3.86713325,4.5
13618_1,D4,OTRAS,S1,AgrCons,2012,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,1,0,1,87,46,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,28.15878189,18.66832028,23.41355109,9.490461612,279.5000674,43043.01038,0,1328.6,0.298701299,0,82.5365378,4.034340842,3.35
53521_1,D4,OTRAS,S0,LabCeroMin,2015,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,1,117.75,0,0,26,26,48,6.630189429,1.175022481,18.15067472,83.421327,30.8726798,19.4465141,25.15959695,11.4261657,424.8326318,70522.21688,0.018072289,597.29,0.13253012,0,81.00243703,4.565772823,2.9
